day_time,actual,pred,actual_orig,pred_orig,residual
2011-01-30,1.1397453494616654,1.659027,0.0043751295538122,0.004375181,-0.5192816309384201
2011-01-31,1.740527155458249,1.9361255,0.0043751896319928,0.004375209,-0.1955983614332304
2011-02-01,2.341308961454833,1.8454653,0.0043752497101734,0.0043752,0.4958436589874866
2011-02-02,2.292884544461207,2.0535946,0.0043752448677317,0.0043752207,0.23928995522780871
2011-02-03,2.2235176464630024,2.157903,0.0043752379310419,0.004375231,0.0656146904540913
2011-02-04,2.1660763287970757,2.1620617,0.004375232186910134,0.0043752315,0.004014637512895991
2011-02-05,2.1086350111224754,2.1241007,0.004375226442778366,0.0043752277,-0.015465673997153484
2011-02-06,2.0511936934565487,2.0978084,0.0043752206986466,0.0043752254,-0.046614667596918125
2011-02-07,1.962194490457911,1.9351498,0.0043752117987263,0.004375209,0.027044701601404597
2011-02-08,1.9355847324584174,1.9351498,0.0043752091377505,0.004375209,0.0004349436019110975
2011-02-09,1.8391681914572966,1.8180953,0.0043751994960964,0.004375197,0.021072865033651578
2011-02-10,1.7562762294563021,1.7627246,0.0043751912069002,0.004375192,-0.006448408528927363
2011-02-11,1.6738200144580246,1.5905997,0.0043751829612787,0.0043751746,0.08322035835298314
2011-02-12,1.5787125584587614,1.5128778,0.0043751734505331,0.0043751667,0.0658347365364591
2011-02-13,1.5171985184598418,1.4353496,0.0043751672991291,0.004375159,0.08184893483404831
2011-02-14,1.4116194384586334,1.4353496,0.0043751567412211,0.004375159,-0.0237301451671601
2011-02-15,1.3086585204553913,1.3464375,0.0043751464451293,0.00437515,-0.037778933768241485
2011-02-16,1.2200943994618991,1.2628543,0.0043751375887172,0.0043751416,-0.042759938230361616
2011-02-17,1.1812660264624157,1.14985,0.0043751337058799,0.0043751304,0.031416015590528534
2011-02-18,1.083103987461684,1.0473435,0.004375123889676,0.00437512,0.03576049495374933
2011-02-19,0.9304077224631113,0.86977226,0.0043751086200495,0.0043751025,0.060635467042426505
2011-02-20,0.7615671454574979,0.8487915,0.0043750917359918,0.0043751,-0.08722433460689416
2011-02-21,0.3863581364560442,0.55956304,0.0043750542150909,0.0043750713,-0.17320490427729318
2011-02-22,0.2812146814631239,0.30982625,0.0043750437007454,0.0043750466,-0.028611573381541633
2011-02-23,0.16778312945595064,0.21033734,0.0043750323575902,0.0043750363,-0.04255421137580595
2011-02-24,0.10343257995752697,0.07839968,0.00437502592253525,0.0043750233,0.02503289940266018
2011-02-25,0.0390820304591033,0.010259007,0.0043750194874803,0.0043750163,0.028823023355362132
2011-02-26,-0.11579523554426652,-0.1237307,0.0043750039997537,0.004375003,0.007935461193499749
2011-02-27,-0.20915738954165042,-0.17630865,0.0043749946635383,0.0043749977,-0.03284874274351657
2011-02-28,-0.29641178454428707,-0.21513925,0.0043749859380988,0.004374994,-0.08127252961665188
2011-03-01,-0.3836654265381573,-0.32287973,0.0043749772127346,0.0043749833,-0.06078569488303642
2011-03-02,-0.4700475915442315,-0.4312694,0.0043749685745181,0.004374972,-0.03877818427189261
2011-03-03,-0.5642824790416667,-0.44172916,0.00437495915102935,0.004374971,-0.12255332087859605
2011-03-04,-0.658517366539102,-0.5197124,0.0043749497275406,0.004374963,-0.13880497802362957
2011-03-05,-0.7614781305422674,-0.5864087,0.0043749394314642,0.0043749567,-0.17506945582531797
2011-03-06,-0.7097739025425237,-0.7512248,0.004374944601887,0.0043749404,0.0414509133029658
2011-03-07,-0.65806967454278,-0.78654397,0.0043749497723098,0.0043749367,0.12847429079688066
2011-03-08,-0.786332626538308,-0.78654397,0.0043749369460146,0.0043749367,0.00021133880135260075
2011-03-09,-0.8818771095406991,-0.92872095,0.0043749273915663,0.0043749227,0.04684384153962318
2011-03-10,-2.5581184935445647,-1.8552862,0.0043747597674279,0.00437483,-0.7028322529668669
2011-03-11,-1.0555142795388994,-1.0312837,0.0043749100278493,0.0043749125,-0.024230543309956554
2011-03-12,-1.1541118455447168,-1.7362162,0.0043749001680927,0.0043748417,0.582104341932395
2011-03-13,-1.2439844725414124,-1.2945534,0.00437489118083,0.004374886,0.05056892654458611
2011-03-14,-1.3334206035425096,-1.3986995,0.0043748822372169,0.0043748757,0.06527891847592304
2011-03-15,-1.417621974539665,-1.3986995,0.0043748738170798,0.0043748757,-0.01892245252123237
2011-03-16,-1.5615925865429536,-1.4366965,0.0043748594200186,0.0043748715,-0.1248960571545259
2011-03-17,-1.7177815715436333,-1.7124395,0.0043748438011201,0.004374844,-0.005342034495293468
2011-03-18,-1.8364490265380256,-1.8610008,0.0043748319343746,0.004374829,0.024551749752868002
2011-03-19,-1.9638427435370724,-1.9865992,0.0043748191950029,0.0043748165,0.022756463387366033
2011-03-20,-2.0689850405413575,-2.0753534,0.0043748086807732,0.0043748077,0.00636834347658688
2011-03-21,-2.1649653405425573,-2.145174,0.0043747990827432,0.0043748007,-0.01979131405329948
2011-03-22,-2.2744709625432957,-2.3251114,0.004374788132181,0.004374783,0.05064042661686052
2011-03-23,-2.3979378135398353,-2.3251114,0.0043747757854959,0.004374783,-0.07282642437967901
2011-03-24,-3.6570818415411486,-3.6635764,0.0043746498710931,0.004374649,0.006494522976063344
2011-03-25,-2.6588309545369504,-2.6234088,0.0043747496961818,0.004374753,-0.035422160133874225
2011-03-26,-2.7369239255416873,-2.7170238,0.0043747418868847,0.004374744,-0.0199000760543826
2011-03-27,-2.8198157385386087,-2.759804,0.0043747335977034,0.0043747392,-0.06001172814737332
2011-03-28,-2.9175409955398828,-2.9321127,0.0043747238251777,0.004374722,0.014571698246738318
2011-03-29,4.181418196457301,2.613605,0.0043754337210969,0.0043752766,1.567813174026881
2011-03-30,4.097654225454842,2.297848,0.0043754253446998,0.004375245,1.7998062392335283
2011-03-31,4.097655626460889,4.041401,0.0043754253448399,0.0043754196,0.056254717037060864
