day_time,actual,pred,actual_orig,pred_orig,residual
2013-03-25,70.98734822214014,70.69267,0.0625316805743098,0.06253165,0.29467549264795423
2013-03-26,73.421780122096,73.48879,0.0625319240174998,0.062531926,-0.06701229733759817
2013-03-27,72.150558965145,71.88753,0.0625317968953841,0.06253177,0.2630314993246827
2013-03-28,71.36434507018508,71.06453,0.0625317182739946,0.06253169,0.2998156512397685
2013-03-30,71.74718460720153,71.470634,0.0625317565579483,0.062531725,0.2765501467523137
2013-03-31,71.71343408010623,71.470634,0.0625317531828956,0.062531725,0.24279961965700636
2013-04-01,71.5817764361526,71.29474,0.0625317400171312,0.06253171,0.28703766662134456
2013-04-02,71.80564226508257,71.52461,0.0625317624037141,0.06253173,0.2810298383247556
2013-04-03,71.82650967607617,71.712585,0.0625317644904552,0.062531754,0.11392422685742076
2013-04-05,71.95861632808275,71.712585,0.0625317777011204,0.062531754,0.24603087886400488
2013-04-06,72.19929870808106,71.941505,0.0625318017693584,0.06253178,0.25779327595215307
2013-04-07,72.25245717917828,71.941505,0.0625318070852055,0.06253178,0.3109517470493728
2013-04-08,72.71459517718681,72.38034,0.0625318532990053,0.062531814,0.33425460101493343
2013-04-10,72.65746247819837,72.38034,0.0625318475857354,0.062531814,0.27712190202649367
2013-04-11,73.14265255409236,72.791626,0.062531896104743,0.06253186,0.3510265775298649
2013-04-13,73.05683082117764,72.791626,0.0625318875225697,0.06253186,0.26520484461514116
2013-04-14,72.11757977007571,71.941505,0.0625317935974646,0.06253178,0.17607433794680105
2013-04-15,69.49118027815837,69.41191,0.0625315309575154,0.06253152,0.0792692674161799
2013-04-16,67.77231483609536,67.65369,0.0625313590709712,0.062531345,0.11862831265786156
2013-04-17,68.16360666808686,68.03026,0.0625313982001544,0.06253138,0.13334848937591914
2013-04-19,69.60214510617901,69.452095,0.0625315420539982,0.06253152,0.1500500744407276
2013-04-20,69.54960502417174,69.41191,0.06253153679999,0.06253152,0.13769401342955234
2013-04-21,69.93393532619963,69.80341,0.0625315752330202,0.06253156,0.13052193508634957
2013-04-24,70.45322754709038,70.23998,0.0625316271622423,0.062531605,0.21324494210990963
2013-04-26,70.22725242208926,70.00054,0.0625316045647298,0.06253158,0.22671073507754613
2013-04-27,70.594830373083,70.37375,0.0625316413225249,0.06253162,0.22108159378612413
2013-04-28,70.77033233118813,70.55935,0.0625316588727207,0.062531635,0.2109832711295354
2013-04-29,70.58845785820611,70.37375,0.0625316406852734,0.06253162,0.2147090789092374
2013-04-30,70.83168633612024,70.61333,0.0625316650081212,0.06253164,0.21835930975305473
2013-05-02,70.87997419108483,70.61333,0.0625316698369067,0.06253164,0.2666471647176394
2013-05-05,71.51435419211482,71.29474,0.0625317332749068,0.06253171,0.2196154225835727
